"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Single Year of Age","C03789V04537","Administrative Counties","UNIT","VALUE"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","143"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","439"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","105"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","393"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","226"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","194"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","182"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","433"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","156"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","IE0","Ireland","Number","9698"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","105"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","1330"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","668"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","324"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","379"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","265"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","203"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","137"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","91"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","244"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","282"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","178"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","167"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","323"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","241"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","258"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","454"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","690"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","322"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","357"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","364"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","266"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","141"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","433"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","80"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","393"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","177"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","168"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","188"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","339"
"FY006AC01","Population","2022","2022","-","Both sexes","088","88 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","131"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","IE0","Ireland","Number","7997"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","86"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","1066"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","525"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","333"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","319"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","242"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","188"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","96"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","73"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","183"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","224"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","120"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","131"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","257"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","246"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","207"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","365"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","549"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","269"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","317"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","332"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","226"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","96"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","360"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","56"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","269"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","149"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","140"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","134"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","310"
"FY006AC01","Population","2022","2022","-","Both sexes","089","89 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","129"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","IE0","Ireland","Number","6729"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","65"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","885"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","493"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","256"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","289"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","196"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","131"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","70"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","56"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","149"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","203"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","107"
"FY006AC01","Population","2022","2022","-","Both sexes","090","90 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","123"
